_id,Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
15344,2006,Ventura,91,Prevention Quality Acute Composite,"2,302","584,984",393.5,440.1,,,,,,
15345,2007,Ventura,91,Prevention Quality Acute Composite,"2,499","588,179",424.9,470.1,,,,,,
15346,2008,Ventura,91,Prevention Quality Acute Composite,"2,571","594,902",432.2,471.5,,,,,,
15347,2009,Ventura,91,Prevention Quality Acute Composite,"2,458","603,759",407.1,438.9,,,,,,
15348,2010,Ventura,91,Prevention Quality Acute Composite,"2,528","613,523",412.0,440.7,,,,,,
15349,2011,Ventura,91,Prevention Quality Acute Composite,"2,490","621,646",400.5,422.9,,,,,,
15350,2012,Ventura,91,Prevention Quality Acute Composite,"2,460","604,609",406.9,411.4,,,,,,
15351,2013,Ventura,91,Prevention Quality Acute Composite,"2,235","611,966",365.2,363.9,,,,,,
15352,2014,Ventura,91,Prevention Quality Acute Composite,"2,172","627,517",346.1,349.8,,,,,,
15353,2015,Ventura,91,Prevention Quality Acute Composite,"1,821","462,309",393.9,377.7,,,,,,
15354,2016,Ventura,91,Acute Composite,,,,,"1,579","647,104",244.0,344.8,,
15355,2017,Ventura,91,Acute Composite,,,,,"1,434","650,997",220.3,306.0,,
15356,2018,Ventura,91,Acute Composite,,,,,"1,371","653,163",209.9,286.6,,
15357,2019,Ventura,91,Acute Composite,,,,,"1,465","653,665",224.1,299.9,,
15358,2020,Ventura,91,Acute Composite,,,,,"1,025","654,923",156.5,210.1,,
15359,2021,Ventura,91,Acute Composite,,,,,960,"655,109",146.5,194.8,,
15360,2022,Ventura,91,Acute Composite,,,,,"1,092","652,677",167.3,217.8,,
15361,2023,Ventura,91,Acute Composite,,,,,"1,330","651,461",204.2,229.6,,
15362,2005,Yolo,91,Prevention Quality Acute Composite,533,"138,697",384.3,488.3,,,,,,
15363,2006,Yolo,91,Prevention Quality Acute Composite,509,"141,734",359.1,454.7,,,,,,
15364,2007,Yolo,91,Prevention Quality Acute Composite,503,"145,666",345.3,435.5,,,,,,
15365,2008,Yolo,91,Prevention Quality Acute Composite,523,"148,222",352.8,441.0,,,,,,
15366,2009,Yolo,91,Prevention Quality Acute Composite,494,"150,584",328.1,407.6,,,,,,
15367,2010,Yolo,91,Prevention Quality Acute Composite,468,"152,061",307.8,376.9,,,,,,
15368,2011,Yolo,91,Prevention Quality Acute Composite,442,"153,893",287.2,348.3,,,,,,
15369,2012,Yolo,91,Prevention Quality Acute Composite,339,"150,107",225.8,263.4,,,,,,
15370,2013,Yolo,91,Prevention Quality Acute Composite,364,"151,676",240.0,275.5,,,,,,
15371,2014,Yolo,91,Prevention Quality Acute Composite,321,"158,797",202.1,238.3,,,,,,
15372,2015,Yolo,91,Prevention Quality Acute Composite,268,"115,361",232.3,256.5,,,,,,
15373,2016,Yolo,91,Acute Composite,,,,,219,"169,317",129.3,165.8,,
15374,2017,Yolo,91,Acute Composite,,,,,161,"172,088",93.6,118.9,,
15375,2018,Yolo,91,Acute Composite,,,,,138,"173,764",79.4,100.0,,
15376,2019,Yolo,91,Acute Composite,,,,,145,"174,265",83.2,103.2,,
15377,2020,Yolo,91,Acute Composite,,,,,122,"171,746",71.0,87.7,,
15378,2021,Yolo,91,Acute Composite,,,,,108,"169,217",63.8,76.9,,
15379,2022,Yolo,91,Acute Composite,,,,,130,"178,722",72.7,90.1,,
15380,2023,Yolo,91,Acute Composite,,,,,183,"177,405",103.2,104.5,,
15381,2005,Yuba,91,Prevention Quality Acute Composite,380,"46,677",814.1,999.8,,,,,,
15382,2006,Yuba,91,Prevention Quality Acute Composite,388,"48,823",794.7,991.9,,,,,,
15383,2007,Yuba,91,Prevention Quality Acute Composite,377,"49,805",757.0,944.9,,,,,,
15384,2008,Yuba,91,Prevention Quality Acute Composite,392,"50,676",773.5,963.2,,,,,,
15385,2009,Yuba,91,Prevention Quality Acute Composite,378,"50,775",744.5,915.2,,,,,,
15386,2010,Yuba,91,Prevention Quality Acute Composite,400,"51,397",778.3,941.4,,,,,,
15387,2011,Yuba,91,Prevention Quality Acute Composite,427,"51,791",824.5,985.0,,,,,,
15388,2012,Yuba,91,Prevention Quality Acute Composite,389,"52,301",743.8,881.6,,,,,,
15389,2013,Yuba,91,Prevention Quality Acute Composite,352,"52,770",667.0,785.6,,,,,,
15390,2014,Yuba,91,Prevention Quality Acute Composite,301,"54,942",547.9,661.8,,,,,,
15391,2015,Yuba,91,Prevention Quality Acute Composite,279,"40,517",688.6,795.1,,,,,,
15392,2016,Yuba,91,Acute Composite,,,,,249,"54,335",458.3,554.3,,
15393,2017,Yuba,91,Acute Composite,,,,,177,"55,421",319.4,382.8,,
15394,2018,Yuba,91,Acute Composite,,,,,184,"55,951",328.9,391.5,,
15395,2019,Yuba,91,Acute Composite,,,,,175,"56,969",307.2,359.8,,
15396,2020,Yuba,91,Acute Composite,,,,,134,"59,766",224.2,266.5,,
15397,2021,Yuba,91,Acute Composite,,,,,142,"60,767",233.7,277.5,,
15398,2022,Yuba,91,Acute Composite,,,,,131,"61,597",212.7,249.7,,
15399,2023,Yuba,91,Acute Composite,,,,,176,"62,561",281.3,279.8,,
15400,2005,Alameda,92,Prevention Quality Chronic Composite,"9,593","1,102,068",870.5,1010.4,,,,,,
15401,2006,Alameda,92,Prevention Quality Chronic Composite,"8,976","1,106,823",811.0,935.1,,,,,,
15402,2007,Alameda,92,Prevention Quality Chronic Composite,"8,710","1,117,973",779.1,890.1,,,,,,
15403,2008,Alameda,92,Prevention Quality Chronic Composite,"8,708","1,136,417",766.3,871.4,,,,,,
15404,2009,Alameda,92,Prevention Quality Chronic Composite,"8,526","1,155,287",738.0,832.6,,,,,,
15405,2010,Alameda,92,Prevention Quality Chronic Composite,"8,908","1,169,910",761.4,850.3,,,,,,
15406,2011,Alameda,92,Prevention Quality Chronic Composite,"8,622","1,186,810",726.5,802.1,,,,,,
15407,2012,Alameda,92,Prevention Quality Chronic Composite,"8,104","1,173,980",690.3,740.2,,,,,,
15408,2013,Alameda,92,Prevention Quality Chronic Composite,"7,710","1,197,759",643.7,685.7,,,,,,
15409,2014,Alameda,92,Prevention Quality Chronic Composite,"7,479","1,192,027",627.4,670.1,,,,,,
15410,2015,Alameda,92,Prevention Quality Chronic Composite,"5,728","923,607",620.2,645.2,,,,,,
15411,2016,Alameda,92,Chronic Composite,,,,,"7,574","1,304,840",580.5,853.1,,
15412,2017,Alameda,92,Chronic Composite,,,,,"7,742","1,314,687",588.9,857.7,,
15413,2018,Alameda,92,Chronic Composite,,,,,"7,481","1,323,933",565.1,814.9,,
15414,2019,Alameda,92,Chronic Composite,,,,,"7,541","1,329,186",567.3,809.9,,
15415,2020,Alameda,92,Chronic Composite,,,,,"6,333","1,344,023",471.2,669.0,,
15416,2021,Alameda,92,Chronic Composite,,,,,"6,760","1,317,990",512.9,711.1,,
15417,2022,Alameda,92,Chronic Composite,,,,,"7,196","1,311,253",548.8,749.5,,
15418,2023,Alameda,92,Chronic Composite,,,,,"8,012","1,306,255",613.4,791.8,,
15419,2005,Alpine,92,Prevention Quality Chronic Composite,2,979,204.3,212.3,,,,,,
15420,2006,Alpine,92,Prevention Quality Chronic Composite,1,"1,001",99.9,107.8,,,,,,
15421,2007,Alpine,92,Prevention Quality Chronic Composite,0,"1,009",0.0,0.0,,,,,,
15422,2008,Alpine,92,Prevention Quality Chronic Composite,1,957,104.5,100.9,,,,,,
15423,2009,Alpine,92,Prevention Quality Chronic Composite,2,947,211.2,206.1,,,,,,
15424,2010,Alpine,92,Prevention Quality Chronic Composite,0,895,0.0,0.0,,,,,,
15425,2011,Alpine,92,Prevention Quality Chronic Composite,1,888,112.6,102.5,,,,,,
15426,2012,Alpine,92,Prevention Quality Chronic Composite,1,"2,975",33.6,72.8,,,,,,
15427,2013,Alpine,92,Prevention Quality Chronic Composite,2,"2,967",67.4,140.2,,,,,,
15428,2014,Alpine,92,Prevention Quality Chronic Composite,0,"2,018",0.0,0.0,,,,,,
15429,2015,Alpine,92,Prevention Quality Chronic Composite,0,"3,000",0.0,0.0,,,,,,
15430,2016,Alpine,92,Chronic Composite,,,,,,,116.1,93.7,1,Cell suppressed for small numbers
15431,2017,Alpine,92,Chronic Composite,,,,,,,220.0,180.6,1,Cell suppressed for small numbers
15432,2018,Alpine,92,Chronic Composite,,,,,,,225.7,178.3,1,Cell suppressed for small numbers
15433,2019,Alpine,92,Chronic Composite,,,,,,,110.0,87.5,1,Cell suppressed for small numbers
15434,2020,Alpine,92,Chronic Composite,,,,,,,101.9,83.5,1,Cell suppressed for small numbers
15435,2021,Alpine,92,Chronic Composite,,,,,,,196.3,163.6,1,Cell suppressed for small numbers
15436,2022,Alpine,92,Chronic Composite,,,,,0,998,0.0,0.0,,
15437,2023,Alpine,92,Chronic Composite,,,,,,,104.7,71.1,1,Cell suppressed for small numbers
15438,2005,Amador,92,Prevention Quality Chronic Composite,256,"31,101",823.1,705.0,,,,,,
15439,2006,Amador,92,Prevention Quality Chronic Composite,254,"31,460",807.4,688.4,,,,,,
15440,2007,Amador,92,Prevention Quality Chronic Composite,244,"31,883",765.3,645.0,,,,,,
15441,2008,Amador,92,Prevention Quality Chronic Composite,260,"31,619",822.3,681.0,,,,,,
15442,2009,Amador,92,Prevention Quality Chronic Composite,215,"31,769",676.8,552.0,,,,,,
15443,2010,Amador,92,Prevention Quality Chronic Composite,251,"31,720",791.3,636.7,,,,,,
15444,2011,Amador,92,Prevention Quality Chronic Composite,228,"31,760",717.9,567.6,,,,,,
15445,2012,Amador,92,Prevention Quality Chronic Composite,216,"32,614",662.3,532.6,,,,,,
15446,2013,Amador,92,Prevention Quality Chronic Composite,263,"32,252",815.5,642.4,,,,,,
15447,2014,Amador,92,Prevention Quality Chronic Composite,237,"33,225",713.3,560.4,,,,,,
15448,2015,Amador,92,Prevention Quality Chronic Composite,204,"24,635",828.1,644.7,,,,,,
15449,2016,Amador,92,Chronic Composite,,,,,229,"31,586",725.0,727.4,,
15450,2017,Amador,92,Chronic Composite,,,,,276,"32,677",844.6,852.1,,
15451,2018,Amador,92,Chronic Composite,,,,,247,"33,425",739.0,744.4,,
15452,2019,Amador,92,Chronic Composite,,,,,244,"33,684",724.4,719.7,,
15453,2020,Amador,92,Chronic Composite,,,,,206,"34,367",599.4,598.8,,
15454,2021,Amador,92,Chronic Composite,,,,,219,"34,879",627.9,626.6,,
15455,2022,Amador,92,Chronic Composite,,,,,248,"35,068",707.2,699.4,,
15456,2023,Amador,92,Chronic Composite,,,,,318,"35,299",900.9,810.8,,
15457,2005,Butte,92,Prevention Quality Chronic Composite,"1,798","165,310","1,087.7",1039.5,,,,,,
15458,2006,Butte,92,Prevention Quality Chronic Composite,"1,921","167,351","1,147.9",1097.3,,,,,,
15459,2007,Butte,92,Prevention Quality Chronic Composite,"1,887","168,208","1,121.8",1065.3,,,,,,
15460,2008,Butte,92,Prevention Quality Chronic Composite,"2,057","169,793","1,211.5",1147.3,,,,,,
15461,2009,Butte,92,Prevention Quality Chronic Composite,"2,016","170,726","1,180.8",1113.6,,,,,,
15462,2010,Butte,92,Prevention Quality Chronic Composite,"2,130","171,576","1,241.4",1166.0,,,,,,
15463,2011,Butte,92,Prevention Quality Chronic Composite,"2,115","172,643","1,225.1",1152.6,,,,,,
15464,2012,Butte,92,Prevention Quality Chronic Composite,"2,117","169,573","1,248.4",1141.2,,,,,,
15465,2013,Butte,92,Prevention Quality Chronic Composite,"1,826","170,817","1,069.0",973.7,,,,,,
15466,2014,Butte,92,Prevention Quality Chronic Composite,"1,801","175,975","1,023.4",946.1,,,,,,
15467,2015,Butte,92,Prevention Quality Chronic Composite,"1,572","128,928","1,219.3",1093.7,,,,,,
15468,2016,Butte,92,Chronic Composite,,,,,"2,360","180,760",1305.6,1179.4,,
15469,2017,Butte,92,Chronic Composite,,,,,"2,581","182,932",1410.9,1273.1,,
15470,2018,Butte,92,Chronic Composite,,,,,"2,479","184,337",1344.8,1208.8,,
15471,2019,Butte,92,Chronic Composite,,,,,"2,522","174,575",1444.7,1317.6,,
15472,2020,Butte,92,Chronic Composite,,,,,"2,190","167,698",1305.9,1209.0,,
15473,2021,Butte,92,Chronic Composite,,,,,"2,338","164,365",1422.4,1304.9,,
15474,2022,Butte,92,Chronic Composite,,,,,"2,194","165,784",1323.4,1219.7,,
15475,2023,Butte,92,Chronic Composite,,,,,"2,112","164,973","1,280.2","1,044.4",,
15476,2005,Calaveras,92,Prevention Quality Chronic Composite,319,"35,915",888.2,753.4,,,,,,
15477,2006,Calaveras,92,Prevention Quality Chronic Composite,300,"36,599",819.7,692.5,,,,,,
15478,2007,Calaveras,92,Prevention Quality Chronic Composite,318,"36,946",860.7,716.9,,,,,,
15479,2008,Calaveras,92,Prevention Quality Chronic Composite,339,"37,092",913.9,749.9,,,,,,
15480,2009,Calaveras,92,Prevention Quality Chronic Composite,372,"36,875","1,008.8",811.9,,,,,,
15481,2010,Calaveras,92,Prevention Quality Chronic Composite,321,"36,801",872.3,692.9,,,,,,
15482,2011,Calaveras,92,Prevention Quality Chronic Composite,316,"36,652",862.2,675.1,,,,,,
15483,2012,Calaveras,92,Prevention Quality Chronic Composite,299,"37,597",795.3,624.3,,,,,,
15484,2013,Calaveras,92,Prevention Quality Chronic Composite,324,"37,646",860.6,665.6,,,,,,
15485,2014,Calaveras,92,Prevention Quality Chronic Composite,288,"38,886",740.6,574.8,,,,,,
15486,2015,Calaveras,92,Prevention Quality Chronic Composite,216,"28,698",752.7,570.5,,,,,,
15487,2016,Calaveras,92,Chronic Composite,,,,,275,"37,568",732.0,676.8,,
15488,2017,Calaveras,92,Chronic Composite,,,,,342,"37,872",903.0,830.7,,
15489,2018,Calaveras,92,Chronic Composite,,,,,296,"37,988",779.2,707.7,,
15490,2019,Calaveras,92,Chronic Composite,,,,,315,"38,289",822.7,738.5,,
15491,2020,Calaveras,92,Chronic Composite,,,,,275,"37,673",730.0,657.4,,
15492,2021,Calaveras,92,Chronic Composite,,,,,263,"38,312",686.5,618.2,,
15493,2022,Calaveras,92,Chronic Composite,,,,,280,"38,508",727.1,650.6,,
15494,2023,Calaveras,92,Chronic Composite,,,,,287,"38,409",747.2,544.7,,
15495,2005,Colusa,92,Prevention Quality Chronic Composite,174,"14,457","1,203.6",1264.0,,,,,,
15496,2006,Colusa,92,Prevention Quality Chronic Composite,135,"14,678",919.7,975.8,,,,,,
15497,2007,Colusa,92,Prevention Quality Chronic Composite,143,"14,838",963.7,1012.7,,,,,,
15498,2008,Colusa,92,Prevention Quality Chronic Composite,157,"14,892","1,054.3",1100.4,,,,,,
15499,2009,Colusa,92,Prevention Quality Chronic Composite,145,"14,960",969.3,1016.4,,,,,,
15500,2010,Colusa,92,Prevention Quality Chronic Composite,123,"15,117",813.7,852.6,,,,,,
15501,2011,Colusa,92,Prevention Quality Chronic Composite,121,"15,207",795.7,821.5,,,,,,
15502,2012,Colusa,92,Prevention Quality Chronic Composite,128,"16,676",767.6,853.3,,,,,,
15503,2013,Colusa,92,Prevention Quality Chronic Composite,104,"16,775",620.0,680.4,,,,,,
15504,2014,Colusa,92,Prevention Quality Chronic Composite,109,"16,641",655.0,695.8,,,,,,
15505,2015,Colusa,92,Prevention Quality Chronic Composite,82,"13,259",618.4,688.2,,,,,,
15506,2016,Colusa,92,Chronic Composite,,,,,99,"15,520",637.9,833.4,,
15507,2017,Colusa,92,Chronic Composite,,,,,130,"15,549",836.1,1091.2,,
15508,2018,Colusa,92,Chronic Composite,,,,,187,"15,514",1205.4,1562.5,,
15509,2019,Colusa,92,Chronic Composite,,,,,171,"15,647",1092.9,1411.5,,
15510,2020,Colusa,92,Chronic Composite,,,,,155,"15,973",970.4,1254.4,,
15511,2021,Colusa,92,Chronic Composite,,,,,149,"16,109",924.9,1189.5,,
15512,2022,Colusa,92,Chronic Composite,,,,,123,"16,137",762.2,968.2,,
15513,2023,Colusa,92,Chronic Composite,,,,,166,"16,125","1,029.5","1,058.2",,
15514,2005,Contra Costa,92,Prevention Quality Chronic Composite,"5,358","744,835",719.4,765.5,,,,,,
15515,2006,Contra Costa,92,Prevention Quality Chronic Composite,"5,386","747,747",720.3,760.8,,,,,,
15516,2007,Contra Costa,92,Prevention Quality Chronic Composite,"5,258","755,752",695.7,728.0,,,,,,
15517,2008,Contra Costa,92,Prevention Quality Chronic Composite,"5,894","767,612",767.8,796.9,,,,,,
15518,2009,Contra Costa,92,Prevention Quality Chronic Composite,"6,080","780,970",778.5,802.1,,,,,,
15519,2010,Contra Costa,92,Prevention Quality Chronic Composite,"6,412","793,960",807.6,825.9,,,,,,
15520,2011,Contra Costa,92,Prevention Quality Chronic Composite,"6,181","808,054",764.9,774.5,,,,,,
15521,2012,Contra Costa,92,Prevention Quality Chronic Composite,"6,336","793,369",798.6,779.9,,,,,,
15522,2013,Contra Costa,92,Prevention Quality Chronic Composite,"6,020","808,882",744.2,719.9,,,,,,
15523,2014,Contra Costa,92,Prevention Quality Chronic Composite,"5,811","818,959",709.6,694.0,,,,,,
15524,2015,Contra Costa,92,Prevention Quality Chronic Composite,"4,599","620,275",741.4,696.9,,,,,,
15525,2016,Contra Costa,92,Chronic Composite,,,,,"6,042","874,355",691.0,1007.3,,
15526,2017,Contra Costa,92,Chronic Composite,,,,,"6,251","883,122",707.8,1022.8,,
15527,2018,Contra Costa,92,Chronic Composite,,,,,"5,949","890,018",668.4,956.2,,
15528,2019,Contra Costa,92,Chronic Composite,,,,,"6,159","894,163",688.8,974.0,,
15529,2020,Contra Costa,92,Chronic Composite,,,,,"5,056","906,522",557.7,789.9,,
15530,2021,Contra Costa,92,Chronic Composite,,,,,"5,514","908,651",606.8,852.5,,
15531,2022,Contra Costa,92,Chronic Composite,,,,,"5,748","906,227",634.3,876.9,,
15532,2023,Contra Costa,92,Chronic Composite,,,,,"5,936","904,586",656.2,799.7,,
15533,2005,Del Norte,92,Prevention Quality Chronic Composite,202,"22,068",915.4,967.3,,,,,,
15534,2006,Del Norte,92,Prevention Quality Chronic Composite,212,"22,055",961.2,1009.8,,,,,,
15535,2007,Del Norte,92,Prevention Quality Chronic Composite,185,"22,315",829.0,868.0,,,,,,
15536,2008,Del Norte,92,Prevention Quality Chronic Composite,203,"22,398",906.3,938.8,,,,,,
15537,2009,Del Norte,92,Prevention Quality Chronic Composite,191,"22,525",847.9,872.4,,,,,,
15538,2010,Del Norte,92,Prevention Quality Chronic Composite,192,"22,507",853.1,872.4,,,,,,
15539,2011,Del Norte,92,Prevention Quality Chronic Composite,193,"22,610",853.6,864.8,,,,,,
15540,2012,Del Norte,92,Prevention Quality Chronic Composite,178,"23,687",751.5,791.2,,,,,,
15541,2013,Del Norte,92,Prevention Quality Chronic Composite,163,"23,420",696.0,719.0,,,,,,
15542,2014,Del Norte,92,Prevention Quality Chronic Composite,117,"23,656",494.6,503.7,,,,,,
15543,2015,Del Norte,92,Prevention Quality Chronic Composite,94,"17,650",532.6,546.2,,,,,,
15544,2016,Del Norte,92,Chronic Composite,,,,,130,"21,563",602.9,441.1,,
15545,2017,Del Norte,92,Chronic Composite,,,,,163,"21,395",761.9,546.7,,
15546,2018,Del Norte,92,Chronic Composite,,,,,163,"21,889",744.7,535.5,,
15547,2019,Del Norte,92,Chronic Composite,,,,,159,"22,021",722.0,512.7,,
15548,2020,Del Norte,92,Chronic Composite,,,,,127,"21,848",581.3,410.3,,
15549,2021,Del Norte,92,Chronic Composite,,,,,133,"21,781",610.6,428.3,,
15550,2022,Del Norte,92,Chronic Composite,,,,,159,"21,423",742.2,509.2,,
15551,2023,Del Norte,92,Chronic Composite,,,,,194,"21,034",922.3,578.9,,
15552,2005,El Dorado,92,Prevention Quality Chronic Composite,868,"132,739",653.9,656.3,,,,,,
15553,2006,El Dorado,92,Prevention Quality Chronic Composite,808,"134,459",600.9,599.3,,,,,,
15554,2007,El Dorado,92,Prevention Quality Chronic Composite,806,"135,852",593.3,582.3,,,,,,
15555,2008,El Dorado,92,Prevention Quality Chronic Composite,810,"137,534",588.9,568.7,,,,,,
15556,2009,El Dorado,92,Prevention Quality Chronic Composite,775,"139,337",556.2,528.6,,,,,,
15557,2010,El Dorado,92,Prevention Quality Chronic Composite,758,"140,597",539.1,504.1,,,,,,
15558,2011,El Dorado,92,Prevention Quality Chronic Composite,762,"141,461",538.7,493.8,,,,,,
15559,2012,El Dorado,92,Prevention Quality Chronic Composite,765,"139,213",549.5,486.4,,,,,,
15560,2013,El Dorado,92,Prevention Quality Chronic Composite,778,"140,808",552.5,480.0,,,,,,
15561,2014,El Dorado,92,Prevention Quality Chronic Composite,733,"146,643",499.9,442.8,,,,,,
15562,2015,El Dorado,92,Prevention Quality Chronic Composite,562,"106,572",527.3,440.2,,,,,,
15563,2016,El Dorado,92,Chronic Composite,,,,,821,"148,231",553.9,643.2,,
15564,2017,El Dorado,92,Chronic Composite,,,,,"1,135","150,815",752.6,862.8,,
15565,2018,El Dorado,92,Chronic Composite,,,,,"1,084","152,985",708.6,800.6,,
15566,2019,El Dorado,92,Chronic Composite,,,,,"1,026","154,934",662.2,737.8,,
15567,2020,El Dorado,92,Chronic Composite,,,,,872,"153,507",568.1,631.6,,
15568,2021,El Dorado,92,Chronic Composite,,,,,907,"155,945",581.6,646.1,,
15569,2022,El Dorado,92,Chronic Composite,,,,,983,"155,421",632.5,690.7,,
15570,2023,El Dorado,92,Chronic Composite,,,,,944,"155,106",608.6,638.8,,
15571,2005,Fresno,92,Prevention Quality Chronic Composite,"4,817","605,300",795.8,937.0,,,,,,
15572,2006,Fresno,92,Prevention Quality Chronic Composite,"4,910","614,966",798.4,938.3,,,,,,
15573,2007,Fresno,92,Prevention Quality Chronic Composite,"4,797","624,332",768.3,898.4,,,,,,
15574,2008,Fresno,92,Prevention Quality Chronic Composite,"5,457","634,600",859.9,1000.1,,,,,,
15575,2009,Fresno,92,Prevention Quality Chronic Composite,"5,514","644,386",855.7,990.0,,,,,,
15576,2010,Fresno,92,Prevention Quality Chronic Composite,"5,702","654,204",871.6,1000.4,,,,,,
15577,2011,Fresno,92,Prevention Quality Chronic Composite,"5,641","664,750",848.6,967.2,,,,,,
15578,2012,Fresno,92,Prevention Quality Chronic Composite,"5,653","642,666",879.6,963.9,,,,,,
15579,2013,Fresno,92,Prevention Quality Chronic Composite,"5,873","650,435",902.9,982.9,,,,,,
15580,2014,Fresno,92,Prevention Quality Chronic Composite,"5,579","679,486",821.1,912.6,,,,,,
15581,2015,Fresno,92,Prevention Quality Chronic Composite,"4,566","491,442",929.1,981.7,,,,,,
15582,2016,Fresno,92,Chronic Composite,,,,,"6,199","695,789",890.9,934.5,,
15583,2017,Fresno,92,Chronic Composite,,,,,"6,831","703,065",971.6,1012.5,,
15584,2018,Fresno,92,Chronic Composite,,,,,"6,806","709,386",959.4,992.8,,
15585,2019,Fresno,92,Chronic Composite,,,,,"7,146","715,902",998.2,1025.9,,
15586,2020,Fresno,92,Chronic Composite,,,,,"6,310","725,899",869.3,895.7,,
15587,2021,Fresno,92,Chronic Composite,,,,,"6,456","730,566",883.7,910.2,,
15588,2022,Fresno,92,Chronic Composite,,,,,"7,092","734,510",965.5,990.6,,
15589,2023,Fresno,92,Chronic Composite,,,,,"7,366","737,124",999.3,782.6,,
15590,2005,Glenn,92,Prevention Quality Chronic Composite,173,"19,554",884.7,895.3,,,,,,
15591,2006,Glenn,92,Prevention Quality Chronic Composite,183,"19,729",927.6,936.7,,,,,,
15592,2007,Glenn,92,Prevention Quality Chronic Composite,141,"19,842",710.6,714.7,,,,,,
15593,2008,Glenn,92,Prevention Quality Chronic Composite,190,"20,067",946.8,948.7,,,,,,
15594,2009,Glenn,92,Prevention Quality Chronic Composite,173,"20,155",858.3,855.9,,,,,,
15595,2010,Glenn,92,Prevention Quality Chronic Composite,167,"20,313",822.1,814.1,,,,,,
15596,2011,Glenn,92,Prevention Quality Chronic Composite,133,"20,401",651.9,641.9,,,,,,
15597,2012,Glenn,92,Prevention Quality Chronic Composite,166,"21,643",767.0,774.9,,,,,,
15598,2013,Glenn,92,Prevention Quality Chronic Composite,207,"21,703",953.8,949.8,,,,,,
15599,2014,Glenn,92,Prevention Quality Chronic Composite,197,"21,574",913.1,906.1,,,,,,
15600,2015,Glenn,92,Prevention Quality Chronic Composite,164,"16,846",973.5,970.5,,,,,,
15601,2016,Glenn,92,Chronic Composite,,,,,262,"20,377",1285.8,1275.4,,
15602,2017,Glenn,92,Chronic Composite,,,,,298,"20,443",1457.7,1442.5,,
15603,2018,Glenn,92,Chronic Composite,,,,,274,"20,401",1343.1,1330.6,,
15604,2019,Glenn,92,Chronic Composite,,,,,274,"20,882",1312.1,1293.9,,
15605,2020,Glenn,92,Chronic Composite,,,,,225,"21,188",1061.9,1043.9,,
15606,2021,Glenn,92,Chronic Composite,,,,,248,"21,045",1178.4,1149.1,,
15607,2022,Glenn,92,Chronic Composite,,,,,232,"20,782",1116.4,1080.1,,
15608,2023,Glenn,92,Chronic Composite,,,,,258,"20,660","1,248.8","1,032.1",,
15609,2005,Humboldt,92,Prevention Quality Chronic Composite,691,"102,809",672.1,712.0,,,,,,
15610,2006,Humboldt,92,Prevention Quality Chronic Composite,607,"103,611",585.8,616.8,,,,,,
15611,2007,Humboldt,92,Prevention Quality Chronic Composite,575,"103,821",553.8,578.0,,,,,,
15612,2008,Humboldt,92,Prevention Quality Chronic Composite,577,"104,570",551.8,571.0,,,,,,
15613,2009,Humboldt,92,Prevention Quality Chronic Composite,674,"105,478",639.0,658.8,,,,,,
15614,2010,Humboldt,92,Prevention Quality Chronic Composite,600,"106,717",562.2,577.6,,,,,,
15615,2011,Humboldt,92,Prevention Quality Chronic Composite,653,"107,013",610.2,622.2,,,,,,
15616,2012,Humboldt,92,Prevention Quality Chronic Composite,701,"105,607",663.8,662.1,,,,,,
15617,2013,Humboldt,92,Prevention Quality Chronic Composite,721,"105,726",682.0,673.4,,,,,,
15618,2014,Humboldt,92,Prevention Quality Chronic Composite,760,"108,619",699.7,697.1,,,,,,
15619,2015,Humboldt,92,Prevention Quality Chronic Composite,589,"79,121",744.4,718.3,,,,,,
15620,2016,Humboldt,92,Chronic Composite,,,,,810,"109,915",736.9,694.9,,
15621,2017,Humboldt,92,Chronic Composite,,,,,772,"110,396",699.3,654.9,,
15622,2018,Humboldt,92,Chronic Composite,,,,,763,"110,416",691.0,640.1,,
15623,2019,Humboldt,92,Chronic Composite,,,,,825,"110,113",749.2,687.3,,
15624,2020,Humboldt,92,Chronic Composite,,,,,635,"110,448",574.9,526.8,,
15625,2021,Humboldt,92,Chronic Composite,,,,,682,"109,377",623.5,561.2,,
15626,2022,Humboldt,92,Chronic Composite,,,,,669,"110,011",608.1,543.2,,
15627,2023,Humboldt,92,Chronic Composite,,,,,724,"109,146",663.3,454.0,,
15628,2005,Imperial,92,Prevention Quality Chronic Composite,"1,070","109,478",977.4,1167.2,,,,,,
15629,2006,Imperial,92,Prevention Quality Chronic Composite,865,"112,879",766.3,910.0,,,,,,
15630,2007,Imperial,92,Prevention Quality Chronic Composite,913,"115,944",787.4,928.1,,,,,,
15631,2008,Imperial,92,Prevention Quality Chronic Composite,862,"118,550",727.1,845.3,,,,,,
15632,2009,Imperial,92,Prevention Quality Chronic Composite,948,"121,552",779.9,898.2,,,,,,
15633,2010,Imperial,92,Prevention Quality Chronic Composite,"1,071","124,055",863.3,986.8,,,,,,
15634,2011,Imperial,92,Prevention Quality Chronic Composite,"1,062","125,985",843.0,954.1,,,,,,
15635,2012,Imperial,92,Prevention Quality Chronic Composite,"1,144","122,385",934.8,1014.4,,,,,,
